,x,y,z,person_id,order,frame
9,547.143,628.258,0.761229,0,9,54
10,470.744,678.402,0.874644,0,10,54
11,396.714,716.686,0.810796,0,11,54
12,580.542,656.958,0.845738,0,12,54
13,582.826,749.928,0.847584,0,13,54
14,575.743,697.576,0.219289,0,14,54
15,676.054,544.808,0.908452,0,15,54
16,685.588,556.704,0.756829,0,16,54
17,657.005,547.113,0.758777,0,17,54
18,680.873,571.017,0.45026,0,18,54
19,0.0,0.0,0.0,0,19,54
20,0.0,0.0,0.0,0,20,54
21,0.0,0.0,0.0,0,21,54
22,370.433,742.896,0.556409,0,22,54
23,363.345,733.301,0.628911,0,23,54
24,392.019,719.024,0.710247,0,24,54
0,676.015,544.717,0.898366,0,0,55
1,637.934,582.976,0.893661,0,1,55
2,623.559,559.023,0.829977,0,2,55
3,602.057,511.283,0.846113,0,3,55
4,637.791,551.932,0.675007,0,4,55
5,656.831,613.912,0.842302,0,5,55
6,657.036,664.088,0.877871,0,6,55
7,661.703,728.515,0.81783,0,7,55
8,563.79,642.614,0.84218,0,8,55
9,547.107,633.022,0.766457,0,9,55
10,470.765,678.367,0.872008,0,10,55
11,394.389,716.73,0.813742,0,11,55
12,580.543,659.233,0.849586,0,12,55
13,580.662,747.632,0.842239,0,13,55
14,578.197,699.919,0.27229,0,14,55
15,673.55,542.251,0.854703,0,15,55
16,678.525,544.832,0.778466,0,16,55
17,654.467,544.797,0.686273,0,17,55
18,678.379,563.959,0.608989,0,18,55
19,0.0,0.0,0.0,0,19,55
20,0.0,0.0,0.0,0,20,55
21,0.0,0.0,0.0,0,21,55
22,368.074,745.255,0.57434,0,22,55
23,360.933,733.356,0.650253,0,23,55
24,391.966,721.37,0.701637,0,24,55
0,676.01,544.721,0.8973,0,0,56
1,637.923,582.96,0.895008,0,1,56
2,623.534,558.987,0.82426,0,2,56
3,602.051,509.02,0.845468,0,3,56
4,637.799,551.906,0.673007,0,4,56
5,656.826,611.607,0.839213,0,5,56
6,657.036,664.061,0.880783,0,6,56
7,661.69,728.519,0.820396,0,7,56
8,563.789,642.611,0.844116,0,8,56
9,547.099,633.008,0.767716,0,9,56
10,470.769,678.361,0.873303,0,10,56
11,394.397,716.72,0.814421,0,11,56
12,580.548,659.24,0.851863,0,12,56
13,582.823,747.633,0.845955,0,13,56
14,578.159,699.913,0.265372,0,14,56
15,671.293,542.256,0.85635,0,15,56
16,678.518,544.836,0.776695,0,16,56
17,654.459,544.806,0.683052,0,17,56
18,678.372,563.97,0.597025,0,18,56
19,580.489,735.787,0.294093,0,19,56
20,587.708,733.275,0.313012,0,20,56
21,0.0,0.0,0.0,0,21,56
22,368.075,745.243,0.564886,0,22,56
23,360.941,733.346,0.640011,0,23,56
24,391.972,721.356,0.700589,0,24,56
0,673.594,542.269,0.862806,0,0,57
1,637.795,582.86,0.913563,0,1,57
2,621.14,558.995,0.842951,0,2,57
3,587.754,513.67,0.765747,0,3,57
4,625.953,547.128,0.596656,0,4,57
5,654.562,606.788,0.838615,0,5,57
6,657.042,661.724,0.885636,0,6,57
7,661.697,723.812,0.815772,0,7,57
8,563.769,640.345,0.847324,0,8,57
9,544.846,630.709,0.771981,0,9,57
10,470.811,678.46,0.86169,0,10,57
11,392.072,719.002,0.812563,0,11,57
12,580.539,656.972,0.844408,0,12,57
13,580.655,747.679,0.834202,0,13,57
14,580.534,702.255,0.283886,0,14,57
15,664.126,535.181,0.803405,0,15,57
16,678.319,542.388,0.820631,0,16,57
17,647.344,544.633,0.668101,0,17,57
18,676.046,561.518,0.683277,0,18,57
19,580.503,735.862,0.296184,0,19,57
20,587.737,733.375,0.325562,0,20,57
21,0.0,0.0,0.0,0,21,57
22,363.314,747.628,0.604713,0,22,57
23,356.192,735.614,0.685111,0,23,57
24,389.662,723.754,0.687895,0,24,57
0,661.743,537.586,0.820268,0,0,58
1,635.374,580.468,0.858602,0,1,58
2,616.35,556.638,0.82019,0,2,58
3,580.449,523.122,0.867613,0,3,58
4,618.725,544.758,0.668932,0,4,58
5,652.137,601.998,0.860057,0,5,58
6,657.02,659.258,0.916613,0,6,58
7,659.467,716.685,0.874351,0,7,58
8,563.816,642.58,0.848114,0,8,58
9,547.14,633.086,0.772754,0,9,58
10,473.179,678.456,0.838764,0,10,58
11,394.351,719.018,0.817738,0,11,58
12,580.565,656.938,0.851665,0,12,58
13,580.628,747.64,0.83114,0,13,58
14,580.509,699.906,0.310906,0,14,58
15,659.276,528.064,0.881688,0,15,58
16,673.617,539.944,0.805864,0,16,58
17,640.292,540.013,0.644977,0,17,58
18,673.596,558.996,0.668126,0,18,58
19,0.0,0.0,0.0,0,19,58
20,0.0,0.0,0.0,0,20,58
21,0.0,0.0,0.0,0,21,58
22,365.68,745.268,0.618999,0,22,58
23,358.554,733.376,0.704755,0,23,58
24,391.944,726.122,0.719562,0,24,58
0,659.285,528.03,0.921057,0,0,59
1,628.282,578.129,0.837122,0,1,59
2,604.507,554.322,0.800139,0,2,59
3,563.799,525.614,0.883963,0,3,59
4,602.006,542.35,0.610909,0,4,59
5,652.1,599.555,0.862636,0,5,59
6,656.888,652.15,0.864838,0,6,59
7,659.371,714.206,0.90966,0,7,59
8,563.799,642.567,0.848686,0,8,59
9,544.863,633.077,0.77886,0,9,59
10,473.116,678.517,0.83963,0,10,59
11,394.394,719.031,0.806278,0,11,59
12,580.595,656.917,0.853306,0,12,59
13,582.821,747.677,0.842626,0,13,59
14,580.544,707.037,0.24399,0,14,59
15,654.597,525.594,0.897043,0,15,59
16,666.472,530.407,0.710401,0,16,59
17,637.699,539.893,0.735514,0,17,59
18,661.802,554.249,0.45554,0,18,59
19,580.575,738.064,0.29145,0,19,59
20,592.463,733.403,0.319244,0,20,59
21,0.0,0.0,0.0,0,21,59
22,368.043,745.295,0.617592,0,22,59
23,360.913,733.38,0.697975,0,23,59
24,391.98,723.8,0.710291,0,24,59
0,654.579,523.263,0.897098,0,0,60
1,623.576,575.708,0.843997,0,1,60
2,602.072,549.554,0.844966,0,2,60
3,561.33,535.204,0.818763,0,3,60
4,601.972,547.188,0.54434,0,4,60
5,649.773,597.169,0.830521,0,5,60
6,656.795,652.103,0.84787,0,6,60
7,659.37,711.876,0.891639,0,7,60
8,563.801,642.592,0.843889,0,8,60
9,544.841,635.409,0.7861,0,9,60
10,473.144,680.817,0.835323,0,10,60
11,394.437,719.07,0.804218,0,11,60
12,580.618,656.883,0.848142,0,12,60
13,580.636,749.953,0.851928,0,13,60
14,582.99,707.07,0.269979,0,14,60
15,645.051,523.117,0.798671,0,15,60
16,659.289,523.346,0.792725,0,16,60
17,633.002,532.796,0.557671,0,17,60
18,659.38,544.78,0.660442,0,18,60
19,580.569,738.056,0.246884,0,19,60
20,592.48,735.609,0.289015,0,20,60
21,599.641,695.113,0.103834,0,21,60
22,368.133,745.225,0.651962,0,22,60
23,363.314,733.321,0.733194,0,23,60
24,392.034,726.172,0.71871,0,24,60
0,642.613,520.902,0.860977,0,0,61
1,621.034,571.008,0.896337,0,1,61
2,597.226,556.62,0.803724,0,2,61
3,544.858,544.686,0.900656,0,3,61
4,602.108,549.564,0.773134,0,4,61
5,642.673,585.421,0.839064,0,5,61
6,652.204,642.594,0.849718,0,6,61
7,659.321,704.645,0.859964,0,7,61
8,563.815,642.616,0.847133,0,8,61
9,544.827,635.464,0.81326,0,9,61
10,477.887,678.553,0.824821,0,10,61
11,396.734,721.377,0.790056,0,11,61
12,580.652,656.859,0.836399,0,12,61
13,580.656,749.966,0.856023,0,13,61
14,580.595,711.819,0.168708,0,14,61
15,640.122,518.499,0.827562,0,15,61
16,654.472,523.167,0.760627,0,16,61
17,623.482,528.066,0.629995,0,17,61
18,656.852,542.288,0.698058,0,18,61
19,580.497,738.117,0.204723,0,19,61
20,590.073,735.687,0.224864,0,20,61
21,0.0,0.0,0.0,0,21,61
22,365.735,747.589,0.614377,0,22,61
23,363.317,733.361,0.701388,0,23,61
24,392.08,730.859,0.705525,0,24,61
0,642.606,520.899,0.860043,0,0,62
1,621.038,571.013,0.896865,0,1,62
2,597.238,556.632,0.80689,0,2,62
3,544.861,544.688,0.902994,0,3,62
4,602.113,549.573,0.774152,0,4,62
5,642.669,585.423,0.838673,0,5,62
6,652.201,642.586,0.851244,0,6,62
7,659.315,702.348,0.860567,0,7,62
8,563.805,642.62,0.846929,0,8,62
9,544.815,635.471,0.815076,0,9,62
10,475.554,680.784,0.822781,0,10,62
11,396.743,721.368,0.790715,0,11,62
12,580.643,656.861,0.838089,0,12,62
13,580.665,749.969,0.857038,0,13,62
14,580.598,711.816,0.174349,0,14,62
15,640.118,518.497,0.825288,0,15,62
16,654.469,523.163,0.762232,0,16,62
17,623.492,528.064,0.617297,0,17,62
18,656.863,542.284,0.702293,0,18,62
19,580.502,738.121,0.208424,0,19,62
20,590.086,735.69,0.229398,0,20,62
21,0.0,0.0,0.0,0,21,62
22,368.081,745.283,0.620439,0,22,62
23,363.347,733.354,0.708795,0,23,62
24,394.327,728.565,0.7009,0,24,62
0,635.428,513.726,0.838816,0,0,63
1,618.663,566.232,0.8838,0,1,63
2,592.502,551.939,0.779096,0,2,63
3,542.406,558.995,0.869276,0,3,63
4,585.343,551.909,0.649275,0,4,63
5,640.227,580.66,0.947193,0,5,63
6,645.029,637.76,0.875994,0,6,63
7,659.212,695.073,0.920085,0,7,63
8,563.767,640.298,0.86147,0,8,63
9,544.769,635.424,0.814542,0,9,63
10,475.548,680.804,0.81254,0,10,63
11,396.708,723.749,0.774692,0,11,63
12,580.606,654.475,0.8188,0,12,63
13,580.633,747.644,0.839837,0,13,63
14,585.371,709.453,0.394882,0,14,63
15,628.27,511.367,0.782291,0,15,63
16,640.215,518.426,0.844368,0,16,63
17,618.646,525.765,0.566185,0,17,63
18,642.673,539.91,0.829486,0,18,63
19,582.859,738.037,0.327297,0,19,63
20,594.812,735.633,0.374197,0,20,63
21,0.0,0.0,0.0,0,21,63
22,365.733,747.633,0.636575,0,22,63
23,360.949,735.611,0.702768,0,23,63
24,394.323,730.925,0.71398,0,24,63
0,623.549,506.614,0.883242,0,0,64
1,614.004,561.513,0.894873,0,1,64
2,583.063,547.086,0.851834,0,2,64
3,540.007,563.83,0.917476,0,3,64
4,580.57,556.644,0.716725,0,4,64
5,640.136,575.815,0.893187,0,5,64
6,642.607,628.271,0.845321,0,6,64
7,656.973,680.871,0.891464,0,7,64
8,563.763,642.57,0.854983,0,8,64
9,544.736,637.724,0.833954,0,9,64
10,475.543,680.859,0.809372,0,10,64
11,394.397,726.135,0.773581,0,11,64
12,580.628,654.511,0.82097,0,12,64
13,580.637,747.638,0.84036,0,13,64
14,585.284,711.801,0.358185,0,14,64
15,621.126,506.491,0.802429,0,15,64
16,635.428,506.618,0.846852,0,16,64
17,611.556,523.166,0.420749,0,17,64
18,640.212,525.684,0.819799,0,18,64
19,580.619,735.841,0.312393,0,19,64
20,594.812,733.419,0.347168,0,20,64
21,0.0,0.0,0.0,0,21,64
22,365.731,747.606,0.621309,0,22,64
23,363.305,733.413,0.689975,0,23,64
24,392.054,733.226,0.723145,0,24,64
0,616.322,506.493,0.894923,0,0,65
1,609.156,561.422,0.884144,0,1,65
2,582.968,547.14,0.881203,0,2,65
3,542.256,571.028,0.865519,0,3,65
4,563.872,561.443,0.87536,0,4,65
5,637.727,568.668,0.863461,0,5,65
6,642.604,623.472,0.863715,0,6,65
7,656.974,675.957,0.906753,0,7,65
8,563.753,642.582,0.857397,0,8,65
9,544.709,637.777,0.855037,0,9,65
10,477.875,680.836,0.805513,0,10,65
11,396.75,723.799,0.773683,0,11,65
12,580.634,654.486,0.821302,0,12,65
13,580.658,747.642,0.854857,0,13,65
14,585.296,711.775,0.408619,0,14,65
15,613.917,504.212,0.783932,0,15,65
16,621.174,504.248,0.905469,0,16,65
17,602.002,523.182,0.312133,0,17,65
18,637.69,523.241,0.906821,0,18,65
19,580.589,738.051,0.280836,0,19,65
20,594.817,735.669,0.317332,0,20,65
21,0.0,0.0,0.0,0,21,65
22,368.047,745.244,0.587166,0,22,65
23,363.329,733.349,0.660653,0,23,65
24,394.356,733.204,0.724362,0,24,65
0,602.011,506.439,0.933455,0,0,66
1,604.408,559.011,0.884494,0,1,66
2,580.612,544.865,0.911059,0,2,66
3,542.415,580.579,0.873067,0,3,66
4,547.175,568.592,0.758025,0,4,66
5,635.376,563.849,0.905779,0,5,66
6,642.666,616.346,0.870974,0,6,66
7,656.85,659.3,0.910957,0,7,66
8,563.804,640.278,0.871513,0,8,66
9,544.772,637.735,0.838068,0,9,66
10,480.312,680.876,0.82242,0,10,66
11,396.761,726.147,0.777396,0,11,66
12,582.837,649.764,0.811705,0,12,66
13,582.826,745.256,0.856252,0,13,66
14,594.859,704.685,0.549115,0,14,66
15,599.708,504.097,0.768466,0,15,66
16,611.605,504.106,0.881483,0,16,66
17,0.0,0.0,0.0,0,17,66
18,623.558,513.713,0.863913,0,18,66
19,582.858,735.803,0.295711,0,19,66
20,594.833,733.416,0.339506,0,20,66
21,0.0,0.0,0.0,0,21,66
22,368.046,747.601,0.597306,0,22,66
23,365.663,733.394,0.666377,0,23,66
24,394.384,733.227,0.724576,0,24,66
0,590.064,506.548,0.893768,0,0,67
1,602.027,551.941,0.879574,0,1,67
2,580.412,544.877,0.888126,0,2,67
3,544.826,580.564,0.782655,0,3,67
4,544.848,575.725,0.611443,0,4,67
5,630.63,561.33,0.864516,0,5,67
6,642.694,602.091,0.879725,0,6,67
7,654.49,640.304,0.881563,0,7,67
8,563.858,640.24,0.865729,0,8,67
9,544.836,637.74,0.829001,0,9,67
10,482.659,680.866,0.834254,0,10,67
11,399.173,726.147,0.771832,0,11,67
12,582.898,645.053,0.80264,0,12,67
13,582.834,745.254,0.855262,0,13,67
14,587.718,707.035,0.372446,0,14,67
15,585.336,504.122,0.85325,0,15,67
16,599.648,504.064,0.915879,0,16,67
17,0.0,0.0,0.0,0,17,67
18,621.015,506.659,0.952687,0,18,67
19,580.531,735.812,0.255232,0,19,67
20,594.818,735.631,0.264899,0,20,67
21,0.0,0.0,0.0,0,21,67
22,370.456,745.292,0.649386,0,22,67
23,368.067,733.399,0.719972,0,23,67
24,396.761,733.202,0.722267,0,24,67
0,587.779,506.556,0.893319,0,0,68
1,602.033,551.937,0.881599,0,1,68
2,580.427,544.872,0.8921,0,2,68
3,544.769,580.562,0.814109,0,3,68
4,547.095,575.718,0.601206,0,4,68
5,630.633,561.331,0.865947,0,5,68
6,642.691,602.076,0.882947,0,6,68
7,654.503,640.312,0.884833,0,7,68
8,563.862,640.237,0.864869,0,8,68
9,544.836,637.729,0.826399,0,9,68
10,482.65,680.853,0.837376,0,10,68
11,399.157,726.175,0.770334,0,11,68
12,582.905,645.057,0.801047,0,12,68
13,582.824,745.272,0.853705,0,13,68
14,585.388,707.085,0.376139,0,14,68
15,585.325,504.13,0.858432,0,15,68
16,599.64,504.065,0.914988,0,16,68
17,0.0,0.0,0.0,0,17,68
18,618.854,506.658,0.951496,0,18,68
19,580.555,735.817,0.278063,0,19,68
20,594.819,735.625,0.292386,0,20,68
21,0.0,0.0,0.0,0,21,68
22,370.461,747.595,0.649354,0,22,68
23,368.08,733.419,0.722064,0,23,68
24,396.746,733.223,0.722679,0,24,68
0,580.508,506.49,0.939096,0,0,69
1,599.666,547.23,0.898379,0,1,69
2,571.034,544.817,0.851906,0,2,69
3,544.772,592.451,0.524633,0,3,69
4,544.755,602.058,0.227341,0,4,69
5,625.88,556.627,0.828111,0,5,69
6,647.384,599.673,0.85144,0,6,69
7,647.385,623.58,0.809593,0,7,69
8,563.839,640.319,0.848394,0,8,69
9,544.8,637.836,0.827937,0,9,69
10,482.633,683.253,0.801909,0,10,69
11,401.49,726.192,0.77302,0,11,69
12,582.883,649.737,0.798865,0,12,69
13,582.838,742.896,0.851107,0,13,69
14,594.847,697.542,0.401993,0,14,69
15,578.203,504.059,0.709782,0,15,69
16,585.293,501.76,0.884493,0,16,69
17,0.0,0.0,0.0,0,17,69
18,609.162,504.208,0.912747,0,18,69
19,580.602,735.663,0.299147,0,19,69
20,594.843,733.274,0.317073,0,20,69
21,0.0,0.0,0.0,0,21,69
22,370.462,747.614,0.661815,0,22,69
23,368.078,735.611,0.730194,0,23,69
24,396.777,733.266,0.72414,0,24,69
0,573.351,506.537,0.894643,0,0,70
1,597.243,547.097,0.89628,0,1,70
2,566.316,544.809,0.90246,0,2,70
3,544.851,582.92,0.856596,0,3,70
4,544.787,602.088,0.790594,0,4,70
5,621.118,549.489,0.879587,0,5,70
6,654.563,599.535,0.862988,0,6,70
7,635.414,606.796,0.716359,0,7,70
8,566.229,642.677,0.81531,0,8,70
9,549.487,640.161,0.826289,0,9,70
10,482.646,685.622,0.805307,0,10,70
11,399.118,728.563,0.778007,0,11,70
12,583.024,652.132,0.792726,0,12,70
13,582.836,742.88,0.861347,0,13,70
14,597.224,699.869,0.398852,0,14,70
15,568.609,504.109,0.633139,0,15,70
16,580.495,501.779,0.904011,0,16,70
17,0.0,0.0,0.0,0,17,70
18,599.733,504.113,0.969864,0,18,70
19,582.872,735.663,0.302678,0,19,70
20,597.18,733.296,0.329125,0,20,70
21,0.0,0.0,0.0,0,21,70
22,370.515,747.68,0.686709,0,22,70
23,368.107,735.667,0.753196,0,23,70
24,396.72,733.312,0.730473,0,24,70
0,561.484,506.561,0.965155,0,0,71
1,592.496,544.73,0.891336,0,1,71
2,563.903,544.783,0.907308,0,2,71
3,544.739,587.743,0.753774,0,3,71
4,542.439,609.209,0.628662,0,4,71
5,618.729,544.713,0.919172,0,5,71
6,656.839,587.727,0.853099,0,6,71
7,618.822,590.119,0.710588,0,7,71
8,566.238,640.318,0.81241,0,8,71
9,549.523,637.916,0.815099,0,9,71
10,485.039,685.577,0.828149,0,10,71
11,406.284,723.736,0.798762,0,11,71
12,583.01,645.058,0.781118,0,12,71
13,582.833,742.889,0.856567,0,13,71
14,599.612,697.469,0.585603,0,14,71
15,561.358,504.076,0.231455,0,15,71
16,563.977,504.025,0.92687,0,16,71
17,0.0,0.0,0.0,0,17,71
18,590.067,504.052,0.892557,0,18,71
19,583.047,735.602,0.283645,0,19,71
20,599.547,730.963,0.355329,0,20,71
21,602.099,678.446,0.300202,0,21,71
22,375.32,745.243,0.636945,0,22,71
23,372.858,733.376,0.740062,0,23,71
24,401.543,730.865,0.728601,0,24,71
0,554.304,506.644,0.89411,0,0,72
1,585.416,544.669,0.907901,0,1,72
2,563.73,544.855,0.92902,0,2,72
3,544.811,587.721,0.848352,0,3,72
4,539.977,609.231,0.777246,0,4,72
5,616.31,542.318,0.91025,0,5,72
6,656.797,580.518,0.897084,0,6,72
7,621.077,580.647,0.866969,0,7,72
8,563.955,642.571,0.831769,0,8,72
9,547.216,640.168,0.83653,0,9,72
10,485.108,685.556,0.835626,0,10,72
11,408.62,721.392,0.816492,0,11,72
12,582.918,645.05,0.803321,0,12,72
13,580.66,742.867,0.842322,0,13,72
14,599.617,697.535,0.662944,0,14,72
15,551.907,504.163,0.175641,0,15,72
16,561.385,504.086,0.9447,0,16,72
17,0.0,0.0,0.0,0,17,72
18,582.913,504.025,0.967564,0,18,72
19,585.304,733.446,0.359144,0,19,72
20,597.228,730.945,0.427275,0,20,72
21,602.069,683.184,0.379223,0,21,72
22,382.398,745.239,0.595562,0,22,72
23,375.266,733.381,0.693732,0,23,72
24,403.912,728.532,0.732057,0,24,72
0,544.824,508.982,0.927395,0,0,73
1,582.911,542.398,0.94782,0,1,73
2,561.353,544.806,0.930764,0,2,73
3,547.118,590.086,0.808679,0,3,73
4,539.924,618.713,0.792575,0,4,73
5,609.171,539.928,0.856457,0,5,73
6,652.203,570.984,0.837033,0,6,73
7,613.925,570.977,0.748424,0,7,73
8,566.258,642.66,0.811586,0,8,73
9,549.526,640.221,0.82005,0,9,73
10,487.385,685.557,0.835259,0,10,73
11,408.66,721.418,0.822792,0,11,73
12,583.043,649.77,0.78825,0,12,73
13,580.647,742.903,0.847139,0,13,73
14,599.621,699.903,0.617221,0,14,73
15,544.632,506.508,0.157134,0,15,73
16,549.545,504.136,0.906341,0,16,73
17,0.0,0.0,0.0,0,17,73
18,578.115,501.802,0.907536,0,18,73
19,582.998,735.663,0.3396,0,19,73
20,597.18,733.249,0.394266,0,20,73
21,602.106,685.552,0.340743,0,21,73
22,372.901,749.938,0.65438,0,22,73
23,370.539,735.668,0.714692,0,23,73
24,406.223,728.546,0.747127,0,24,73
0,544.824,508.98,0.927734,0,0,74
1,582.908,542.398,0.94845,0,1,74
2,561.347,544.807,0.929258,0,2,74
3,547.12,590.082,0.809017,0,3,74
4,539.923,618.702,0.796084,0,4,74
5,609.169,539.927,0.856215,0,5,74
6,652.203,570.986,0.836826,0,6,74
7,613.919,570.985,0.751817,0,7,74
8,566.262,642.656,0.811396,0,8,74
9,549.533,640.22,0.81944,0,9,74
10,487.387,685.557,0.83449,0,10,74
11,408.664,721.413,0.823304,0,11,74
12,583.043,649.764,0.787872,0,12,74
13,580.648,742.897,0.847546,0,13,74
14,599.622,699.902,0.617693,0,14,74
15,544.632,506.507,0.1574,0,15,74
16,549.543,504.135,0.906275,0,16,74
17,0.0,0.0,0.0,0,17,74
18,578.114,501.801,0.906707,0,18,74
19,583.001,735.662,0.341868,0,19,74
20,597.184,733.246,0.396691,0,20,74
21,602.109,685.552,0.341789,0,21,74
22,372.904,749.937,0.65261,0,22,74
23,370.541,735.668,0.712943,0,23,74
24,406.227,728.544,0.74612,0,24,74
0,542.314,513.724,0.897763,0,0,75
1,580.586,542.394,0.962093,0,1,75
2,556.627,547.097,0.853789,0,2,75
3,547.125,590.113,0.831707,0,3,75
4,535.229,621.137,0.858486,0,4,75
5,604.45,537.588,0.860801,0,5,75
6,649.733,563.803,0.871873,0,6,75
7,616.272,563.879,0.764403,0,7,75
8,570.992,645.005,0.771604,0,8,75
9,554.293,640.28,0.803253,0,9,75
10,487.455,685.585,0.825515,0,10,75
11,408.731,721.394,0.817044,0,11,75
12,587.689,652.188,0.764306,0,12,75
13,582.862,740.525,0.868429,0,13,75
14,602.096,695.136,0.496281,0,14,75
15,542.337,506.466,0.0577828,0,15,75
16,544.716,504.279,0.961872,0,16,75
17,0.0,0.0,0.0,0,17,75
18,563.962,504.101,0.947872,0,18,75
19,637.905,709.467,0.0867698,0,19,75
20,0.0,0.0,0.0,0,20,75
21,0.0,0.0,0.0,0,21,75
22,377.645,747.654,0.614826,0,22,75
23,372.93,735.647,0.689747,0,23,75
24,406.288,728.51,0.740551,0,24,75
0,535.228,520.84,0.87818,0,0,76
1,580.437,542.461,0.957986,0,1,76
2,551.907,549.567,0.823644,0,2,76
3,547.109,597.228,0.873499,0,3,76
4,530.381,625.887,0.807962,0,4,76
5,602.033,535.211,0.877567,0,5,76
6,640.209,559.07,0.925792,0,6,76
7,594.883,561.467,0.821167,0,7,76
8,575.8,644.974,0.781722,0,8,76
9,559.019,640.281,0.818201,0,9,76
10,489.892,683.222,0.812336,0,10,76
11,411.051,721.406,0.814357,0,11,76
12,592.482,652.128,0.743971,0,12,76
13,582.892,740.51,0.862388,0,13,76
14,599.576,695.142,0.35811,0,14,76
15,0.0,0.0,0.0,0,15,76
16,539.986,506.647,0.917877,0,16,76
17,0.0,0.0,0.0,0,17,76
18,561.427,504.177,0.979645,0,18,76
19,582.879,735.57,0.253397,0,19,76
20,599.586,733.213,0.282022,0,20,76
21,0.0,0.0,0.0,0,21,76
22,380.049,747.579,0.593922,0,22,76
23,375.307,733.398,0.677916,0,23,76
24,408.632,728.576,0.737878,0,24,76
0,528.04,523.299,0.947944,0,0,77
1,573.405,542.384,0.893067,0,1,77
2,547.113,556.616,0.846314,0,2,77
3,544.805,601.964,0.932135,0,3,77
4,525.607,637.827,0.925188,0,4,77
5,599.539,528.038,0.890942,0,5,77
6,633.102,559.045,0.859485,0,6,77
7,585.339,561.401,0.849988,0,7,77
8,578.134,642.67,0.801487,0,8,77
9,561.374,640.262,0.836378,0,9,77
10,494.599,683.233,0.80695,0,10,77
11,413.427,721.359,0.799212,0,11,77
12,592.523,649.783,0.743902,0,12,77
13,582.903,740.515,0.862836,0,13,77
14,602.09,697.548,0.34264,0,14,77
15,0.0,0.0,0.0,0,15,77
16,528.127,513.716,0.858355,0,16,77
17,0.0,0.0,0.0,0,17,77
18,551.915,506.51,0.903157,0,18,77
19,616.369,730.917,0.0986081,0,19,77
20,0.0,0.0,0.0,0,20,77
21,0.0,0.0,0.0,0,21,77
22,384.8,742.908,0.567793,0,22,77
23,380.027,733.3,0.64595,0,23,77
24,411.011,728.499,0.712353,0,24,77
0,525.564,525.71,0.966138,0,0,78
1,566.188,544.702,0.925236,0,1,78
2,544.761,559.031,0.901659,0,2,78
3,542.38,606.849,0.885537,0,3,78
4,516.13,645.015,0.789945,0,4,78
5,587.706,532.823,0.839729,0,5,78
6,621.026,551.935,0.852516,0,6,78
7,578.161,561.383,0.816174,0,7,78
8,580.561,644.97,0.815187,0,8,78
9,563.782,640.333,0.83676,0,9,78
10,494.603,685.611,0.79704,0,10,78
11,413.51,721.345,0.803111,0,11,78
12,599.535,649.794,0.76993,0,12,78
13,582.913,742.858,0.859727,0,13,78
14,602.105,697.558,0.348956,0,14,78
15,523.415,523.335,0.0543588,0,15,78
16,525.674,520.824,0.928311,0,16,78
17,0.0,0.0,0.0,0,17,78
18,544.832,508.898,0.917223,0,18,78
19,640.206,716.601,0.110859,0,19,78
20,0.0,0.0,0.0,0,20,78
21,0.0,0.0,0.0,0,21,78
22,389.509,742.888,0.619178,0,22,78
23,382.46,733.305,0.686455,0,23,78
24,411.106,726.178,0.724269,0,24,78
0,523.161,530.422,0.895304,0,0,79
1,561.569,544.669,0.966463,0,1,79
2,542.335,559.09,0.915272,0,2,79
3,539.906,606.865,0.845574,0,3,79
4,506.659,654.561,0.833375,0,4,79
5,582.968,530.425,0.890664,0,5,79
6,604.416,558.99,0.852864,0,6,79
7,566.251,558.988,0.742401,0,7,79
8,580.658,642.576,0.843307,0,8,79
9,563.822,640.217,0.875445,0,9,79
10,494.645,690.289,0.815016,0,10,79
11,418.208,719.039,0.797787,0,11,79
12,599.67,647.358,0.785988,0,12,79
13,582.903,742.828,0.86293,0,13,79
14,606.81,697.525,0.533294,0,14,79
15,0.0,0.0,0.0,0,15,79
16,523.233,523.262,0.945443,0,16,79
17,0.0,0.0,0.0,0,17,79
18,542.304,511.33,0.901876,0,18,79
19,616.294,730.922,0.179728,0,19,79
20,0.0,0.0,0.0,0,20,79
21,611.569,678.497,0.333936,0,21,79
22,387.222,742.877,0.634148,0,22,79
23,382.45,733.274,0.697444,0,23,79
24,413.447,723.81,0.709607,0,24,79
0,523.163,530.428,0.894977,0,0,80
1,563.725,544.682,0.966424,0,1,80
2,542.327,559.098,0.913535,0,2,80
3,539.913,606.857,0.849086,0,3,80
4,506.654,654.553,0.83092,0,4,80
5,582.994,530.446,0.882766,0,5,80
6,604.401,559.005,0.857282,0,6,80
7,566.299,559.047,0.727435,0,7,80
8,580.65,640.345,0.844853,0,8,80
9,563.814,640.204,0.875581,0,9,80
10,494.642,690.298,0.818049,0,10,80
11,418.202,719.042,0.799731,0,11,80
12,599.66,647.355,0.786317,0,12,80
13,582.902,742.828,0.861475,0,13,80
14,606.802,697.552,0.529007,0,14,80
15,0.0,0.0,0.0,0,15,80
16,523.234,523.264,0.944829,0,16,80
17,0.0,0.0,0.0,0,17,80
18,542.305,511.322,0.900901,0,18,80
19,613.98,730.961,0.178626,0,19,80
20,0.0,0.0,0.0,0,20,80
21,611.582,678.527,0.328635,0,21,80
22,387.198,742.874,0.640867,0,22,80
23,382.426,733.272,0.704997,0,23,80
24,413.439,726.116,0.712628,0,24,80
0,523.133,542.258,0.931213,0,0,81
1,561.351,547.109,0.879004,0,1,81
