,x,y,z,person_id,order,frame
5,668.879,621.147,0.820457,0,5,5
6,673.556,676.065,0.854467,0,6,5
7,666.524,733.363,0.832619,0,7,5
8,568.578,640.193,0.829397,0,8,5
9,556.683,623.586,0.775053,0,9,5
10,482.722,676.115,0.865973,0,10,5
11,411.146,714.302,0.849169,0,11,5
12,582.907,656.839,0.81678,0,12,5
13,582.841,747.662,0.860452,0,13,5
14,580.482,709.455,0.243591,0,14,5
15,697.627,599.616,0.937363,0,15,5
16,0.0,0.0,0.0,0,16,5
17,695.106,580.527,0.940709,0,17,5
18,0.0,0.0,0.0,0,18,5
19,578.163,738.043,0.254251,0,19,5
20,585.348,733.401,0.281448,0,20,5
21,0.0,0.0,0.0,0,21,5
22,391.918,735.625,0.638812,0,22,5
23,387.173,723.742,0.664047,0,23,5
24,411.032,716.637,0.726701,0,24,5
0,695.134,604.501,0.907885,0,0,6
1,659.274,594.852,0.830817,0,1,6
2,656.932,563.834,0.851609,0,2,6
3,652.184,573.408,0.725132,0,3,6
4,654.458,623.494,0.794013,0,4,6
5,668.883,621.153,0.819189,0,5,6
6,673.569,676.082,0.853381,0,6,6
7,666.532,733.352,0.831187,0,7,6
8,568.571,640.195,0.829122,0,8,6
9,556.671,623.577,0.775752,0,9,6
10,484.948,676.107,0.870522,0,10,6
11,411.14,714.303,0.848579,0,11,6
12,582.906,656.853,0.820697,0,12,6
13,582.839,747.664,0.863999,0,13,6
14,578.15,707.027,0.228152,0,14,6
15,697.622,599.61,0.935201,0,15,6
16,0.0,0.0,0.0,0,16,6
17,695.098,580.525,0.939959,0,17,6
18,0.0,0.0,0.0,0,18,6
19,578.135,738.038,0.242928,0,19,6
20,585.329,733.38,0.268309,0,20,6
21,0.0,0.0,0.0,0,21,6
22,391.915,735.621,0.640226,0,22,6
23,387.182,721.443,0.663141,0,23,6
24,411.03,716.642,0.724426,0,24,6
0,695.125,604.502,0.908721,0,0,7
1,659.274,594.835,0.831271,0,1,7
2,656.947,563.813,0.85781,0,2,7
3,652.199,575.725,0.720914,0,3,7
4,654.496,623.517,0.784545,0,4,7
5,668.854,621.15,0.820504,0,5,7
6,673.537,676.019,0.84327,0,6,7
7,666.527,733.334,0.831064,0,7,7
8,568.571,640.222,0.829657,0,8,7
9,556.663,625.868,0.770544,0,9,7
10,482.718,676.123,0.865035,0,10,7
11,411.152,714.294,0.848588,0,11,7
12,582.906,656.876,0.826539,0,12,7
13,582.842,747.663,0.860785,0,13,7
14,578.175,707.069,0.238764,0,14,7
15,697.614,599.614,0.935569,0,15,7
16,0.0,0.0,0.0,0,16,7
17,695.099,580.517,0.938494,0,17,7
18,0.0,0.0,0.0,0,18,7
19,578.167,738.041,0.243402,0,19,7
20,585.361,733.384,0.271924,0,20,7
21,0.0,0.0,0.0,0,21,7
22,391.991,733.393,0.649301,0,22,7
23,389.487,721.392,0.680406,0,23,7
24,411.048,716.63,0.723569,0,24,7
0,695.107,604.506,0.909427,0,0,8
1,659.273,592.523,0.827099,0,1,8
2,656.952,563.785,0.855317,0,2,8
3,652.2,575.715,0.71947,0,3,8
4,654.484,623.518,0.784483,0,4,8
5,668.866,621.138,0.816387,0,5,8
6,673.544,675.986,0.835209,0,6,8
7,666.526,733.324,0.826194,0,7,8
8,566.312,640.245,0.829444,0,8,8
9,556.653,625.885,0.770466,0,9,8
10,482.722,676.12,0.867913,0,10,8
11,411.159,714.29,0.850949,0,11,8
12,582.904,656.901,0.831486,0,12,8
13,582.842,747.663,0.864144,0,13,8
14,578.096,704.689,0.231996,0,14,8
15,697.605,599.609,0.933892,0,15,8
16,695.147,609.214,0.088288,0,16,8
17,695.095,580.509,0.933732,0,17,8
18,0.0,0.0,0.0,0,18,8
19,578.148,738.038,0.238513,0,19,8
20,585.351,733.375,0.265465,0,20,8
21,0.0,0.0,0.0,0,21,8
22,392.025,733.387,0.663722,0,22,8
23,389.505,721.389,0.694545,0,23,8
24,411.052,716.624,0.728482,0,24,8
0,695.138,606.767,0.910383,0,0,9
1,659.262,594.851,0.828301,0,1,9
2,656.953,563.804,0.855426,0,2,9
3,652.191,573.405,0.729988,0,3,9
4,654.453,621.256,0.785398,0,4,9
5,668.828,621.2,0.811837,0,5,9
6,671.275,676.005,0.841367,0,6,9
7,666.522,733.31,0.826847,0,7,9
8,566.292,640.276,0.827,0,8,9
9,556.631,625.926,0.765735,0,9,9
10,482.702,676.128,0.865788,0,10,9
11,411.141,714.304,0.850802,0,11,9
12,582.898,656.938,0.831854,0,12,9
13,582.841,747.66,0.86405,0,13,9
14,578.105,704.68,0.234524,0,14,9
15,697.623,599.616,0.93622,0,15,9
16,695.132,611.562,0.0704531,0,16,9
17,695.096,580.521,0.937947,0,17,9
18,0.0,0.0,0.0,0,18,9
19,578.148,738.033,0.237722,0,19,9
20,585.349,733.37,0.265589,0,20,9
21,0.0,0.0,0.0,0,21,9
22,391.94,735.634,0.645936,0,22,9
23,387.18,723.743,0.66578,0,23,9
24,411.026,716.634,0.725805,0,24,9
0,695.12,604.51,0.912237,0,0,10
1,659.278,592.513,0.823945,0,1,10
2,656.936,563.756,0.862027,0,2,10
3,652.197,575.767,0.726477,0,3,10
4,654.484,623.53,0.782973,0,4,10
5,668.84,621.156,0.811895,0,5,10
6,671.271,675.981,0.836785,0,6,10
7,666.526,733.323,0.827505,0,7,10
8,566.297,640.253,0.834671,0,8,10
9,556.631,625.897,0.773396,0,9,10
10,482.712,676.118,0.869629,0,10,10
11,411.145,714.299,0.852069,0,11,10
12,582.902,656.911,0.834259,0,12,10
13,582.839,747.657,0.865376,0,13,10
14,575.77,702.317,0.227472,0,14,10
15,697.609,599.607,0.938114,0,15,10
16,695.182,609.206,0.111785,0,16,10
17,695.083,580.505,0.932725,0,17,10
18,0.0,0.0,0.0,0,18,10
19,578.135,735.856,0.236017,0,19,10
20,585.342,733.359,0.262377,0,20,10
21,0.0,0.0,0.0,0,21,10
22,392.015,733.388,0.653545,0,22,10
23,389.493,721.386,0.685418,0,23,10
24,411.034,716.639,0.727557,0,24,10
0,695.111,604.516,0.90714,0,0,11
1,659.299,594.82,0.818767,0,1,11
2,656.98,563.797,0.86025,0,2,11
3,652.167,575.72,0.736995,0,3,11
4,652.108,621.234,0.812907,0,4,11
5,668.891,621.161,0.814216,0,5,11
6,673.552,675.998,0.838644,0,6,11
7,668.828,733.33,0.82722,0,7,11
8,566.316,640.224,0.831055,0,8,11
9,556.674,623.603,0.780062,0,9,11
10,482.724,676.108,0.86919,0,10,11
11,411.157,714.303,0.854379,0,11,11
12,582.896,656.878,0.828932,0,12,11
13,582.838,747.661,0.865058,0,13,11
14,575.765,702.319,0.235406,0,14,11
15,697.588,599.618,0.943971,0,15,11
16,695.168,609.237,0.109957,0,16,11
17,695.07,580.509,0.935148,0,17,11
18,0.0,0.0,0.0,0,18,11
19,578.139,735.854,0.239669,0,19,11
20,585.339,733.361,0.266007,0,20,11
21,0.0,0.0,0.0,0,21,11
22,394.325,733.348,0.663939,0,22,11
23,389.527,721.355,0.703477,0,23,11
24,411.05,716.651,0.731669,0,24,11
0,695.114,604.518,0.909544,0,0,12
1,659.299,594.839,0.823884,0,1,12
2,656.991,563.803,0.863442,0,2,12
3,652.189,575.725,0.727661,0,3,12
4,652.151,623.473,0.804943,0,4,12
5,668.876,621.163,0.817662,0,5,12
6,673.546,675.999,0.840729,0,6,12
7,668.834,733.326,0.828057,0,7,12
8,568.576,640.238,0.827092,0,8,12
9,556.685,625.879,0.777134,0,9,12
10,482.725,676.105,0.868389,0,10,12
11,411.143,714.313,0.853014,0,11,12
12,582.903,656.903,0.828591,0,12,12
13,582.843,747.665,0.864938,0,13,12
14,578.095,704.658,0.248394,0,14,12
15,697.581,599.624,0.949384,0,15,12
16,695.171,609.223,0.109919,0,16,12
17,695.06,580.5,0.934943,0,17,12
18,0.0,0.0,0.0,0,18,12
19,578.138,735.861,0.241192,0,19,12
20,585.342,733.37,0.269342,0,20,12
21,0.0,0.0,0.0,0,21,12
22,392.008,733.368,0.648772,0,22,12
23,389.488,721.358,0.68551,0,23,12
24,411.032,716.674,0.729592,0,24,12
0,695.128,604.516,0.911441,0,0,13
1,659.301,594.847,0.821389,0,1,13
2,656.991,563.802,0.858107,0,2,13
3,654.449,573.395,0.73962,0,3,13
4,652.175,621.236,0.805384,0,4,13
5,668.878,621.157,0.81721,0,5,13
6,671.278,675.953,0.833699,0,6,13
7,666.532,733.331,0.828616,0,7,13
8,566.316,640.229,0.826685,0,8,13
9,556.689,623.604,0.779213,0,9,13
10,482.724,676.104,0.868034,0,10,13
11,411.145,714.31,0.852704,0,11,13
12,582.889,656.89,0.829216,0,12,13
13,582.845,747.664,0.865807,0,13,13
14,575.742,702.311,0.241118,0,14,13
15,697.587,599.624,0.949356,0,15,13
16,695.176,609.19,0.100454,0,16,13
17,695.06,580.496,0.932858,0,17,13
18,0.0,0.0,0.0,0,18,13
19,578.125,735.854,0.237425,0,19,13
20,585.336,733.357,0.262257,0,20,13
21,0.0,0.0,0.0,0,21,13
22,392.007,733.37,0.649723,0,22,13
23,389.488,721.361,0.685498,0,23,13
24,411.036,716.672,0.729808,0,24,13
0,695.11,606.766,0.90925,0,0,14
1,659.301,594.836,0.823098,0,1,14
2,656.977,563.796,0.85967,0,2,14
3,654.456,573.394,0.73582,0,3,14
4,652.169,621.255,0.796845,0,4,14
5,668.865,621.155,0.816525,0,5,14
6,671.286,675.964,0.832873,0,6,14
7,666.53,733.339,0.828803,0,7,14
8,566.311,640.229,0.828259,0,8,14
9,556.681,623.601,0.781389,0,9,14
10,484.944,676.094,0.867739,0,10,14
11,411.154,714.309,0.852527,0,11,14
12,582.888,656.895,0.830087,0,12,14
13,582.841,747.664,0.866266,0,13,14
14,578.093,704.656,0.240926,0,14,14
15,697.576,599.629,0.951453,0,15,14
16,695.176,609.197,0.109869,0,16,14
17,695.057,580.494,0.936148,0,17,14
18,0.0,0.0,0.0,0,18,14
19,578.149,735.85,0.241825,0,19,14
20,585.358,733.357,0.266678,0,20,14
21,0.0,0.0,0.0,0,21,14
22,392.022,733.367,0.655498,0,22,14
23,389.499,721.363,0.69115,0,23,14
24,411.047,716.671,0.729709,0,24,14
0,695.098,604.515,0.906187,0,0,15
1,659.291,594.84,0.826018,0,1,15
2,656.995,563.799,0.857501,0,2,15
3,652.199,573.361,0.732364,0,3,15
4,652.175,621.229,0.803309,0,4,15
5,668.863,621.162,0.817478,0,5,15
6,671.275,675.994,0.840872,0,6,15
7,666.529,733.353,0.828884,0,7,15
8,568.58,640.23,0.828189,0,8,15
9,556.694,623.603,0.782597,0,9,15
10,482.722,676.106,0.865393,0,10,15
11,411.145,714.313,0.852926,0,11,15
12,582.9,656.904,0.82688,0,12,15
13,582.839,747.664,0.864946,0,13,15
14,578.109,702.302,0.243934,0,14,15
15,697.57,599.633,0.950063,0,15,15
16,695.166,609.192,0.114645,0,16,15
17,695.053,580.501,0.934996,0,17,15
18,0.0,0.0,0.0,0,18,15
19,578.152,735.845,0.246641,0,19,15
20,585.37,733.341,0.271489,0,20,15
21,0.0,0.0,0.0,0,21,15
22,392.009,733.363,0.655176,0,22,15
23,389.49,721.354,0.690299,0,23,15
24,411.036,716.68,0.729401,0,24,15
0,695.09,606.77,0.906647,0,0,16
1,659.296,594.846,0.826551,0,1,16
2,657.003,563.801,0.85737,0,2,16
3,654.469,573.365,0.737704,0,3,16
4,652.174,621.239,0.792453,0,4,16
5,668.881,621.149,0.824475,0,5,16
6,671.292,675.968,0.846577,0,6,16
7,666.524,733.343,0.831594,0,7,16
8,568.583,640.24,0.826487,0,8,16
9,556.686,625.872,0.779179,0,9,16
10,482.724,676.104,0.864923,0,10,16
11,411.154,714.31,0.853412,0,11,16
12,582.906,656.911,0.827118,0,12,16
13,582.843,747.67,0.866931,0,13,16
14,578.086,702.282,0.234571,0,14,16
15,697.565,599.638,0.952465,0,15,16
16,695.171,609.172,0.134344,0,16,16
17,695.037,580.501,0.930454,0,17,16
18,0.0,0.0,0.0,0,18,16
19,578.144,735.847,0.237562,0,19,16
20,585.354,733.33,0.262033,0,20,16
21,0.0,0.0,0.0,0,21,16
22,394.323,733.328,0.659461,0,22,16
23,389.54,719.082,0.703931,0,23,16
24,411.049,716.671,0.730404,0,24,16
0,695.079,606.776,0.905265,0,0,17
1,659.29,594.832,0.823943,0,1,17
2,657.01,563.795,0.857057,0,2,17
3,654.457,573.377,0.738079,0,3,17
4,652.186,621.248,0.79445,0,4,17
5,668.872,621.137,0.824816,0,5,17
6,671.28,675.918,0.838568,0,6,17
7,666.525,733.344,0.830609,0,7,17
8,568.57,640.243,0.828751,0,8,17
9,556.665,625.886,0.776564,0,9,17
10,484.944,676.094,0.865333,0,10,17
11,411.15,714.313,0.853476,0,11,17
12,582.906,656.911,0.828236,0,12,17
13,582.841,747.669,0.866435,0,13,17
14,575.786,699.936,0.237604,0,14,17
15,697.564,599.646,0.952622,0,15,17
16,695.142,609.207,0.134441,0,16,17
17,695.043,580.509,0.932364,0,17,17
18,0.0,0.0,0.0,0,18,17
19,578.148,735.845,0.242453,0,19,17
20,585.361,733.325,0.266518,0,20,17
21,0.0,0.0,0.0,0,21,17
22,392.023,733.357,0.656399,0,22,17
23,389.504,721.35,0.694383,0,23,17
24,411.04,716.679,0.731706,0,24,17
0,695.073,606.779,0.908239,0,0,18
1,659.286,594.852,0.827198,0,1,18
2,657.028,563.798,0.853911,0,2,18
3,654.466,573.351,0.738929,0,3,18
4,654.47,621.229,0.784662,0,4,18
5,668.846,621.151,0.823828,0,5,18
6,671.28,675.905,0.833237,0,6,18
7,666.528,733.335,0.828926,0,7,18
8,566.314,640.259,0.828022,0,8,18
9,556.651,625.897,0.773641,0,9,18
10,484.946,676.09,0.86258,0,10,18
11,411.14,714.319,0.850919,0,11,18
12,582.903,656.919,0.827419,0,12,18
13,582.838,747.672,0.862569,0,13,18
14,578.13,702.289,0.234555,0,14,18
15,697.559,599.649,0.955871,0,15,18
16,695.131,609.187,0.140248,0,16,18
17,695.035,580.512,0.931317,0,17,18
18,0.0,0.0,0.0,0,18,18
19,578.169,735.855,0.249716,0,19,18
20,585.376,733.342,0.274963,0,20,18
21,0.0,0.0,0.0,0,21,18
22,391.98,733.388,0.65008,0,22,18
23,387.226,721.392,0.679951,0,23,18
24,411.025,716.685,0.729897,0,24,18
0,695.064,606.783,0.907138,0,0,19
1,659.279,594.832,0.831634,0,1,19
2,657.025,563.796,0.854912,0,2,19
3,654.475,571.001,0.735893,0,3,19
4,654.478,621.177,0.767361,0,4,19
5,666.529,621.136,0.822802,0,5,19
6,671.26,673.679,0.830688,0,6,19
7,666.526,733.332,0.831324,0,7,19
8,566.315,640.232,0.833978,0,8,19
9,556.659,625.865,0.78047,0,9,19
10,484.954,676.081,0.864712,0,10,19
11,411.153,714.309,0.852405,0,11,19
12,582.902,656.885,0.830545,0,12,19
13,582.85,749.933,0.863858,0,13,19
14,578.093,704.66,0.204015,0,14,19
15,697.554,599.647,0.957294,0,15,19
16,695.144,609.163,0.156865,0,16,19
17,695.031,580.502,0.929176,0,17,19
18,0.0,0.0,0.0,0,18,19
19,578.16,738.05,0.227719,0,19,19
20,585.357,733.357,0.250634,0,20,19
21,0.0,0.0,0.0,0,21,19
22,392.016,733.37,0.6576,0,22,19
23,389.498,721.364,0.691618,0,23,19
24,411.045,716.674,0.730666,0,24,19
0,695.06,606.784,0.907039,0,0,20
1,659.28,594.83,0.830667,0,1,20
2,657.021,563.794,0.857488,0,2,20
3,654.481,571.025,0.733009,0,3,20
4,654.47,621.2,0.764707,0,4,20
5,666.526,621.137,0.823761,0,5,20
6,671.264,675.898,0.832645,0,6,20
7,666.524,733.331,0.831765,0,7,20
8,566.313,640.226,0.834712,0,8,20
9,556.659,623.608,0.7799,0,9,20
10,484.943,676.088,0.862396,0,10,20
11,411.146,714.31,0.85088,0,11,20
12,582.902,656.875,0.829352,0,12,20
13,582.852,747.68,0.862459,0,13,20
14,578.112,704.698,0.220775,0,14,20
15,697.553,599.649,0.955313,0,15,20
16,695.117,609.191,0.156235,0,16,20
17,695.039,580.506,0.932884,0,17,20
18,0.0,0.0,0.0,0,18,20
19,578.177,738.045,0.232109,0,19,20
20,585.379,733.36,0.257102,0,20,20
21,0.0,0.0,0.0,0,21,20
22,391.99,733.394,0.655964,0,22,20
23,387.233,721.407,0.683941,0,23,20
24,411.033,716.664,0.730306,0,24,20
0,695.041,606.8,0.906094,0,0,21
1,659.277,594.824,0.830395,0,1,21
2,657.02,563.788,0.857436,0,2,21
3,654.492,573.35,0.725753,0,3,21
4,654.507,623.472,0.754242,0,4,21
5,666.493,621.149,0.82269,0,5,21
6,671.265,675.924,0.839013,0,6,21
7,666.529,733.342,0.830641,0,7,21
8,568.575,640.275,0.822698,0,8,21
9,556.664,625.918,0.77225,0,9,21
10,484.955,676.088,0.865361,0,10,21
11,411.156,714.307,0.850664,0,11,21
12,582.915,656.941,0.828856,0,12,21
13,582.853,747.681,0.86346,0,13,21
14,573.352,699.9,0.221899,0,14,21
15,697.54,599.656,0.957715,0,15,21
16,695.143,609.179,0.189691,0,16,21
17,695.037,580.496,0.930446,0,17,21
18,0.0,0.0,0.0,0,18,21
19,578.159,738.05,0.227153,0,19,21
20,585.362,733.347,0.252569,0,20,21
21,0.0,0.0,0.0,0,21,21
22,392.041,733.372,0.663193,0,22,21
23,389.516,721.379,0.697575,0,23,21
24,411.043,716.649,0.728709,0,24,21
0,695.023,606.802,0.902847,0,0,22
1,659.262,594.825,0.830556,0,1,22
2,657.012,563.773,0.859792,0,2,22
3,654.498,573.383,0.72041,0,3,22
4,654.513,623.54,0.75463,0,4,22
5,666.463,621.164,0.822137,0,5,22
6,671.272,675.946,0.844999,0,6,22
7,666.529,733.348,0.829441,0,7,22
8,568.572,640.285,0.820005,0,8,22
9,556.661,625.943,0.766302,0,9,22
10,484.952,676.081,0.863647,0,10,22
11,411.129,714.319,0.849623,0,11,22
12,582.914,656.947,0.825837,0,12,22
13,582.854,749.935,0.865514,0,13,22
14,568.64,697.509,0.2315,0,14,22
15,697.527,599.657,0.956775,0,15,22
16,695.14,609.171,0.198981,0,16,22
17,695.03,580.497,0.926853,0,17,22
18,0.0,0.0,0.0,0,18,22
19,578.135,738.059,0.217087,0,19,22
20,585.338,733.355,0.242353,0,20,22
21,0.0,0.0,0.0,0,21,22
22,389.647,735.629,0.651497,0,22,22
23,387.165,721.435,0.671658,0,23,22
24,411.005,716.674,0.72707,0,24,22
0,695.005,606.804,0.898232,0,0,23
1,659.25,594.83,0.832888,0,1,23
2,656.992,563.768,0.865933,0,2,23
3,654.482,575.743,0.710978,0,3,23
4,654.51,623.603,0.742585,0,4,23
5,666.445,621.175,0.824486,0,5,23
6,671.251,675.936,0.841159,0,6,23
7,666.523,733.344,0.830746,0,7,23
8,568.58,640.249,0.824286,0,8,23
9,556.671,625.899,0.773632,0,9,23
10,484.958,676.078,0.865647,0,10,23
11,411.129,714.317,0.850431,0,11,23
12,582.912,656.905,0.824913,0,12,23
13,582.848,747.68,0.865863,0,13,23
14,573.356,699.944,0.230376,0,14,23
15,697.516,599.658,0.954174,0,15,23
16,695.119,609.166,0.219752,0,16,23
17,695.011,580.503,0.921575,0,17,23
18,0.0,0.0,0.0,0,18,23
19,578.14,738.06,0.216004,0,19,23
20,585.331,733.374,0.242532,0,20,23
21,0.0,0.0,0.0,0,21,23
22,391.91,735.635,0.637302,0,22,23
23,387.152,723.739,0.659436,0,23,23
24,410.998,716.659,0.724995,0,24,23
0,695.007,606.818,0.896411,0,0,24
1,659.255,594.836,0.83539,0,1,24
2,656.997,563.774,0.865702,0,2,24
3,654.466,573.419,0.708079,0,3,24
4,654.527,623.609,0.735709,0,4,24
5,666.446,621.181,0.826475,0,5,24
6,671.247,675.93,0.845244,0,6,24
7,666.522,733.352,0.834113,0,7,24
8,568.585,640.239,0.828951,0,8,24
9,556.683,625.873,0.779432,0,9,24
10,484.966,676.069,0.868225,0,10,24
11,411.131,714.316,0.850263,0,11,24
12,582.91,656.901,0.831062,0,12,24
13,582.86,747.679,0.869219,0,13,24
14,568.583,697.526,0.222024,0,14,24
15,697.51,599.666,0.953988,0,15,24
16,695.124,609.175,0.230665,0,16,24
17,695.011,580.503,0.92194,0,17,24
18,0.0,0.0,0.0,0,18,24
19,578.106,738.069,0.199462,0,19,24
20,585.288,733.372,0.222183,0,20,24
21,0.0,0.0,0.0,0,21,24
22,391.922,735.627,0.637476,0,22,24
23,387.177,721.446,0.661454,0,23,24
24,411.002,716.659,0.72516,0,24,24
0,695.003,606.819,0.896051,0,0,25
1,659.26,594.858,0.839018,0,1,25
2,657.002,563.793,0.861502,0,2,25
3,652.199,573.358,0.712989,0,3,25
4,654.488,623.55,0.750925,0,4,25
5,666.47,621.204,0.824316,0,5,25
6,671.249,675.912,0.841751,0,6,25
7,666.521,733.346,0.834656,0,7,25
8,568.602,640.252,0.826183,0,8,25
9,556.703,625.885,0.78036,0,9,25
10,484.965,676.064,0.867751,0,10,25
11,411.127,714.316,0.850534,0,11,25
12,582.917,656.916,0.830521,0,12,25
13,582.859,747.677,0.868783,0,13,25
14,566.213,695.18,0.222716,0,14,25
15,697.509,599.672,0.954787,0,15,25
16,695.098,609.194,0.241878,0,16,25
17,695.019,580.505,0.926773,0,17,25
18,0.0,0.0,0.0,0,18,25
19,578.105,738.061,0.195044,0,19,25
20,583.044,733.354,0.218851,0,20,25
21,0.0,0.0,0.0,0,21,25
22,391.923,735.622,0.640814,0,22,25
23,387.179,721.442,0.665955,0,23,25
24,410.997,716.659,0.723933,0,24,25
0,695.007,606.816,0.896545,0,0,26
1,659.264,594.86,0.839932,0,1,26
2,656.997,563.794,0.861204,0,2,26
3,652.195,573.376,0.713054,0,3,26
4,654.487,623.571,0.75191,0,4,26
5,666.47,621.205,0.82338,0,5,26
6,671.256,675.915,0.842484,0,6,26
7,666.528,733.348,0.832781,0,7,26
8,568.609,640.243,0.827131,0,8,26
9,556.712,625.872,0.781947,0,9,26
10,484.956,676.059,0.866116,0,10,26
11,411.124,714.313,0.848782,0,11,26
12,582.918,656.907,0.828548,0,12,26
13,582.86,747.671,0.869832,0,13,26
14,566.208,695.161,0.236865,0,14,26
15,697.513,599.669,0.953395,0,15,26
16,695.098,609.19,0.235124,0,16,26
